,A,B,C
7881,0,8,0
7882,3,5,2
7883,2,4,0
7884,2,5,1
7885,3,5,1
7886,0,6,0
7887,2,5,2
7888,3,5,0
7889,1,3,1
7890,2,4,0
7891,1,4,1
7892,2,2,0
7893,3,7,0
7894,3,3,0
7895,4,5,2
7896,2,1,2
7897,2,6,1
7898,2,4,0
7899,2,4,3
7900,1,7,2
7901,3,5,1
7902,6,8,0
7903,0,3,1
7904,3,7,0
7905,2,7,0
7906,2,2,1
7907,1,4,1
7908,1,10,3
7909,1,2,1
7910,1,6,2
7911,1,1,2
7912,3,3,2
7913,1,6,0
7914,1,7,1
7915,2,1,1
7916,2,4,0
7917,2,4,1
7918,4,5,1
7919,2,6,1
7920,0,7,0
7921,1,0,0
7922,1,3,0
7923,1,4,0
7924,4,10,0
7925,1,4,1
7926,1,4,2
7927,1,4,1
7928,2,5,0
7929,1,4,0
7930,3,5,0
7931,2,6,0
7932,0,4,1
7933,1,2,1
7934,1,3,4
7935,1,5,1
7936,0,7,1
7937,1,5,1
7938,0,5,0
7939,2,4,0
7940,4,0,3
7941,3,7,2
7942,4,5,1
7943,1,4,1
7944,3,4,1
7945,0,4,0
7946,1,4,1
7947,3,2,1
7948,3,4,1
7949,0,2,1
7950,2,6,0
7951,1,4,1
7952,2,0,0
7953,0,4,1
7954,2,5,2
7955,1,5,0
7956,0,3,0
7957,1,2,0
7958,4,7,0
7959,0,4,1
7960,3,6,2
7961,3,5,2
7962,3,6,1
7963,2,5,0
7964,0,4,4
7965,2,4,2
7966,1,3,2
7967,1,4,2
7968,2,0,0
7969,2,2,0
7970,1,5,1
7971,1,7,2
7972,1,5,0
7973,1,3,1
7974,6,3,0
7975,2,5,1
7976,3,3,0
7977,0,5,0
7978,0,4,0
7979,5,1,0
7980,5,3,2
7981,1,2,0
7982,2,3,1
7983,0,3,2
7984,3,4,0
7985,0,4,0
7986,0,1,2
7987,2,3,0
7988,1,3,0
7989,2,12,1
7990,1,3,0
7991,3,5,1
7992,1,4,1
7993,1,3,2
7994,3,4,0
7995,1,3,0
7996,1,1,1
7997,0,1,1
7998,0,3,0
7999,1,5,2
8000,1,4,4
8001,1,9,0
8002,1,5,0
8003,3,10,1
8004,0,5,0
8005,2,5,0
8006,1,4,2
8007,0,6,2
8008,0,2,1
8009,3,6,0
8010,3,3,0
8011,3,2,1
8012,0,1,1
8013,0,9,2
8014,4,4,1
8015,3,4,2
8016,4,2,0
8017,3,2,1
8018,1,4,2
8019,1,4,1
8020,0,3,2
8021,1,7,0
8022,2,4,3
8023,0,7,0
8024,4,5,0
8025,3,4,0
8026,6,6,0
8027,5,4,3
8028,0,5,0
8029,2,4,0
8030,1,7,2
8031,3,6,0
8032,1,6,1
8033,1,6,3
8034,2,4,0
8035,2,5,0
8036,3,8,2
8037,1,2,0
8038,3,4,0
8039,0,3,1
8040,3,5,0
8041,1,4,2
8042,3,3,0
8043,1,4,2
8044,2,3,1
8045,2,10,0
8046,4,3,1
8047,1,4,1
8048,2,3,1
8049,1,1,1
8050,0,4,1
8051,0,5,0
8052,1,1,1
8053,0,5,1
8054,1,5,0
8055,1,3,0
8056,2,6,1
8057,1,2,1
8058,3,4,2
8059,1,5,1
8060,1,3,1
8061,2,9,3
8062,0,5,0
8063,2,5,0
8064,1,7,0
8065,2,5,2
8066,0,3,0
8067,1,7,2
8068,0,6,1
8069,0,3,2
8070,2,3,2
8071,1,3,0
8072,2,1,2
8073,1,3,0
8074,2,5,0
8075,1,6,0
8076,2,8,1
8077,1,6,1
8078,0,7,0
8079,1,3,0
8080,2,6,0
8081,0,4,1
8082,5,7,0
8083,2,4,1
8084,2,5,0
8085,1,5,1
8086,3,8,0
8087,2,4,2
8088,3,2,1
8089,4,7,1
8090,1,5,0
8091,2,5,3
8092,1,2,1
8093,0,4,2
8094,1,3,0
8095,1,7,2
8096,1,8,0
8097,2,7,1
8098,1,6,1
8099,0,6,2
8100,2,7,2
8101,2,4,3
8102,4,1,1
8103,1,3,0
8104,1,2,1
8105,2,4,0
8106,2,4,1
8107,0,4,0
8108,0,7,1
8109,0,5,2
8110,1,5,1
8111,1,5,0
8112,2,6,1
8113,1,3,0
8114,3,3,0
8115,2,5,3
8116,1,4,2
8117,0,4,1
8118,3,5,2
8119,2,4,1
8120,1,4,1
8121,1,5,1
8122,4,5,0
8123,2,7,1
8124,1,1,2
8125,2,6,2
8126,3,3,1
8127,2,7,0
8128,1,4,1
8129,1,2,0
8130,0,5,0
8131,1,8,1
8132,2,5,1
8133,0,5,1
8134,3,6,1
8135,2,7,1
8136,3,2,1
8137,1,4,2
8138,1,5,0
8139,2,1,0
8140,4,3,1
8141,3,2,0
8142,1,5,1
8143,0,1,0
8144,1,3,2
8145,1,4,2
8146,2,2,0
8147,1,4,1
8148,5,5,2
8149,0,1,1
8150,0,4,0
8151,1,4,3
8152,2,7,0
8153,0,8,0
8154,1,5,0
8155,1,5,1
8156,1,3,2
8157,4,3,1
8158,2,6,0
8159,1,5,1
8160,0,5,1
8161,1,6,0
8162,2,3,1
8163,3,9,0
8164,2,6,1
8165,3,5,0
8166,0,4,3
8167,4,5,1
8168,0,5,0
8169,0,5,0
8170,0,3,2
8171,1,6,1
8172,0,2,0
8173,2,6,0
8174,3,5,1
8175,0,6,0
8176,1,1,0
8177,2,3,2
8178,4,1,1
8179,3,2,0
8180,0,4,2
8181,3,5,2
8182,2,5,2
8183,2,4,0
8184,2,8,2
8185,1,6,3
8186,3,6,2
8187,3,5,1
8188,1,6,0
8189,1,4,0
8190,2,8,1
8191,0,8,0
8192,1,6,2
8193,1,7,0
8194,3,1,1
8195,3,3,1
8196,1,4,1
8197,2,9,1
8198,3,7,2
8199,2,4,2
8200,3,2,2
8201,2,6,1
8202,0,3,0
8203,4,8,1
8204,1,2,0
8205,3,7,1
8206,1,5,3
8207,4,5,0
8208,2,8,1
8209,1,2,1
8210,0,4,0
8211,1,9,1
8212,1,6,2
8213,2,5,0
8214,0,5,0
8215,0,4,1
8216,2,5,0
8217,1,6,2
8218,1,1,1
8219,3,4,0
8220,2,2,0
8221,2,9,2
8222,3,7,0
8223,0,3,0
8224,1,3,0
8225,2,3,1
8226,0,6,1
8227,1,5,3
8228,2,7,1
8229,2,2,1
8230,2,9,1
8231,0,2,0
8232,2,5,0
8233,2,5,1
8234,0,1,0
8235,1,2,0
8236,0,7,1
8237,2,3,2
8238,0,5,2
8239,0,4,3
8240,2,3,1
8241,0,4,0
8242,1,3,0
8243,4,8,1
8244,1,10,2
8245,5,6,0
8246,0,3,0
8247,1,4,1
8248,1,1,0
8249,1,6,1
8250,3,2,1
8251,3,9,1
8252,0,8,0
8253,0,4,0
8254,1,7,0
8255,1,5,0
8256,2,2,0
8257,0,8,2
8258,2,6,0
8259,2,5,1
8260,1,3,1
8261,1,8,3
8262,0,4,0
8263,1,1,1
8264,0,5,1
8265,0,4,0
8266,1,4,1
8267,1,7,0
8268,4,9,1
8269,1,3,0
8270,3,3,0
8271,1,6,1
8272,3,5,0
8273,0,5,0
8274,0,5,3
8275,2,7,1
8276,0,0,1
8277,2,5,0
8278,2,5,0
8279,2,2,1
8280,3,4,1
8281,2,6,1
8282,3,3,1
8283,2,5,2
8284,1,10,0
8285,0,5,3
8286,0,2,1
8287,0,1,5
8288,3,3,0
8289,0,6,0
8290,2,2,0
8291,0,2,1
8292,2,6,0
8293,3,3,0
8294,0,6,1
8295,0,3,1
8296,3,5,0
8297,1,2,3
8298,1,5,1
8299,0,4,3
8300,2,7,0
8301,2,5,1
8302,1,9,0
8303,4,8,1
8304,3,6,0
8305,1,3,0
8306,1,3,0
8307,0,8,0
8308,4,3,0
8309,3,4,2
8310,1,4,0
8311,0,6,1
8312,1,7,1
8313,1,6,1
8314,2,3,1
8315,0,3,0
8316,3,2,1
8317,3,2,1
8318,2,3,1
8319,3,8,1
8320,2,6,0
8321,6,3,2
8322,1,4,2
8323,3,4,0
8324,1,6,0
8325,2,4,3
8326,0,5,1
8327,1,8,1
8328,0,2,0
8329,1,6,1
8330,2,1,1
8331,0,0,0
8332,2,3,0
8333,1,7,0
8334,0,5,3
8335,2,4,0
8336,1,3,1
8337,3,5,0
8338,1,7,0
8339,3,4,0
8340,2,4,0
8341,4,4,1
8342,1,4,2
8343,1,4,1
8344,1,7,2
8345,0,4,0
8346,1,5,1
8347,0,10,0
8348,2,7,0
8349,1,3,0
8350,0,5,1
8351,2,7,1
8352,2,5,1
8353,0,8,1
8354,0,3,0
8355,0,3,0
8356,1,3,0
8357,0,6,1
8358,0,1,0
8359,0,4,0
8360,0,7,1
8361,0,5,0
8362,1,1,1
8363,0,6,0
8364,1,7,2
8365,3,8,3
8366,0,0,1
8367,5,4,1
8368,1,2,0
8369,0,3,1
8370,3,8,0
8371,2,4,0
8372,2,9,2
8373,3,6,1
8374,2,2,0
8375,1,5,0
8376,3,4,1
8377,1,2,0
8378,4,3,1
8379,3,3,1
8380,3,8,1
8381,1,2,0
8382,3,3,1
8383,3,0,2
8384,0,5,0
8385,3,7,0
8386,1,4,1
8387,0,4,2
8388,3,4,0
8389,1,8,1
8390,0,1,0
8391,1,4,1
8392,3,11,2
8393,1,5,1
8394,2,5,3
8395,1,3,1
8396,1,3,1
8397,2,2,0
8398,2,5,0
8399,5,4,3
8400,1,3,1
8401,0,4,3
8402,0,4,0
8403,2,4,1
8404,3,3,0
8405,1,5,0
8406,3,6,0
8407,2,3,0
8408,2,3,0
8409,1,6,0
8410,2,1,0
8411,2,5,0
8412,3,6,0
8413,1,7,2
8414,3,7,3
8415,1,2,0
8416,3,2,0
8417,0,2,0
8418,1,5,1
8419,1,8,2
8420,1,5,1
8421,2,4,1
8422,0,5,5
8423,2,5,1
8424,4,5,2
8425,1,7,1
8426,2,6,0
8427,2,7,1
8428,3,3,1
8429,0,5,2
8430,1,3,2
8431,1,5,1
8432,1,6,2
8433,2,4,2
8434,1,3,2
8435,2,6,0
8436,1,2,0
8437,2,6,4
8438,1,1,2
8439,2,5,1
8440,0,4,0
8441,1,7,0
8442,2,1,0
8443,0,9,0
8444,1,7,1
8445,0,5,1
8446,1,4,2
8447,1,8,2
8448,1,4,0
8449,2,6,2
8450,1,5,2
8451,3,5,1
8452,4,5,2
8453,0,6,1
8454,2,4,1
8455,2,3,4
8456,0,7,0
8457,2,4,0
8458,3,3,1
8459,1,6,1
8460,4,7,0
8461,2,7,1
8462,1,7,1
8463,0,8,0
8464,3,5,5
8465,2,1,1
8466,1,3,3
8467,4,3,1
8468,3,6,1
8469,2,4,0
8470,0,2,0
8471,0,3,0
8472,1,2,1
8473,0,3,2
8474,0,4,0
8475,4,1,1
8476,2,6,0
8477,1,1,1
8478,3,4,0
8479,0,3,0
8480,1,9,0
8481,3,3,0
8482,4,3,1
8483,2,2,1
8484,2,2,0
8485,0,4,0
8486,2,5,1
8487,3,4,2
8488,2,5,1
8489,2,4,0
8490,1,5,0
8491,0,10,1
8492,1,0,2
8493,2,4,2
8494,2,5,1
8495,3,2,2
8496,1,4,1
8497,1,8,1
8498,1,7,0
8499,0,3,1
8500,1,5,0
8501,1,2,2
8502,0,3,0
8503,2,3,4
8504,3,1,1
8505,1,6,0
8506,4,5,1
8507,3,4,0
8508,0,4,2
8509,0,1,1
8510,0,4,1
8511,2,4,1
8512,3,8,4
8513,3,4,0
8514,2,3,1
8515,1,4,2
8516,1,4,0
8517,2,3,2
8518,2,2,2
8519,2,5,1
8520,5,4,0
8521,0,8,3
8522,0,3,0
8523,1,6,0
8524,4,1,1
8525,0,3,1
8526,1,8,0
8527,3,4,0
8528,0,4,0
8529,1,6,0
8530,2,3,2
8531,2,7,1
8532,2,3,0
8533,2,5,1
8534,3,3,0
8535,1,4,0
8536,4,4,1
8537,2,2,2
8538,1,5,0
8539,1,5,0
8540,2,2,1
8541,1,3,1
8542,3,5,0
8543,1,3,1
8544,2,6,1
8545,3,3,0
8546,3,4,1
8547,1,5,2
8548,2,4,0
8549,1,6,1
8550,1,7,0
8551,2,1,1
8552,3,4,3
8553,1,8,0
8554,1,2,1
8555,2,3,0
8556,2,2,1
8557,2,8,0
8558,4,1,2
8559,1,6,1
8560,2,2,1
8561,2,6,0
8562,0,4,0
8563,3,4,1
8564,0,4,2
8565,0,5,0
8566,3,2,1
8567,5,6,0
8568,1,3,1
8569,0,2,0
8570,0,6,0
8571,1,4,0
8572,2,6,1
8573,1,5,2
8574,1,6,0
8575,1,2,0
8576,1,5,1
8577,2,5,3
8578,0,9,0
8579,2,3,0
8580,2,2,2
8581,2,5,2
8582,1,5,3
8583,2,3,1
8584,2,3,1
8585,2,7,0
8586,1,5,1
8587,4,1,1
8588,3,1,1
8589,1,3,0
8590,1,4,0
8591,0,6,0
8592,0,4,0
8593,1,5,1
8594,1,3,0
8595,1,4,0
8596,1,6,4
8597,3,10,3
8598,2,0,0
8599,0,7,0
8600,2,6,1
8601,2,4,2
8602,3,3,2
8603,0,3,1
8604,5,2,0
8605,5,7,0
8606,1,6,0
8607,3,7,1
8608,2,2,1
8609,3,2,3
8610,1,7,0
8611,1,6,0
8612,6,2,3
8613,1,5,1
8614,1,2,1
8615,2,3,0
8616,2,1,1
8617,4,5,3
8618,3,5,0
8619,0,6,0
8620,0,4,0
8621,0,6,0
8622,3,7,2
8623,1,4,0
8624,1,5,1
8625,2,2,1
8626,1,4,1
8627,1,7,0
8628,2,1,0
8629,1,6,0
8630,1,6,0
8631,1,4,2
8632,3,6,1
8633,2,6,1
8634,2,7,0
8635,1,2,0
8636,2,2,0
8637,1,6,0
8638,2,5,1
8639,4,7,0
8640,3,5,3
8641,0,6,2
8642,0,5,2
8643,2,5,1
8644,3,1,1
8645,2,4,3
8646,1,4,0
8647,1,3,0
8648,1,4,1
8649,1,3,2
8650,1,5,3
8651,1,5,1
8652,1,5,1
8653,1,6,2
8654,1,3,2
8655,1,2,0
8656,2,6,0
8657,1,6,1
8658,2,6,1
8659,2,3,0
8660,3,0,0
8661,4,7,1
8662,1,7,1
8663,0,6,1
8664,1,5,2
8665,1,5,0
8666,3,3,1
8667,4,2,2
8668,2,5,1
8669,3,6,4
8670,1,3,1
8671,1,9,0
8672,3,5,1
8673,1,5,1
8674,0,7,0
8675,0,2,1
8676,2,8,1
8677,2,4,1
8678,1,3,2
8679,0,6,0
8680,2,2,1
8681,0,7,2
8682,1,2,0
8683,1,4,1
8684,3,5,0
8685,5,5,1
8686,1,7,1
8687,0,3,1
8688,1,4,1
8689,0,8,0
8690,1,2,2
8691,0,3,0
8692,1,4,1
8693,1,7,0
8694,2,1,0
8695,2,10,0
8696,2,4,4
8697,2,4,0
8698,0,2,0
8699,1,6,0
8700,2,4,2
8701,1,2,2
8702,1,0,1
8703,2,7,1
8704,0,5,0
8705,1,6,1
8706,3,4,2
8707,1,3,0
8708,1,5,2
8709,2,6,0
8710,1,4,0
8711,1,5,0
8712,2,8,1
8713,1,5,0
8714,3,6,2
8715,0,6,2
8716,2,6,1
8717,1,6,0
8718,6,5,1
8719,2,4,2
8720,2,6,1
8721,4,2,3
8722,3,2,0
8723,1,3,1
8724,0,7,0
8725,0,8,2
8726,0,5,1
8727,0,3,0
8728,3,3,1
8729,2,3,2
8730,1,2,0
8731,1,4,2
8732,4,6,0
8733,2,3,1
8734,1,2,1
8735,2,2,1
8736,0,6,0
8737,0,3,1
8738,0,3,2
8739,2,4,1
8740,0,4,1
8741,2,5,0
8742,2,4,0
8743,2,4,1
8744,2,1,5
8745,1,7,0
8746,0,4,1
8747,0,8,0
8748,0,5,0
8749,2,3,0
8750,5,3,0
8751,4,4,2
8752,1,7,0
8753,3,8,0
8754,2,1,2
8755,2,10,0
8756,2,3,0
8757,2,3,0
8758,1,6,0
8759,2,4,1
8760,3,4,0
8761,2,4,2
8762,0,3,0
8763,1,4,1
8764,3,2,0
8765,2,8,0
8766,0,10,1
8767,1,4,0
8768,1,5,1
8769,1,5,3
8770,2,4,0
8771,0,4,2
8772,1,10,0
8773,0,5,1
8774,2,5,0
8775,1,6,3
8776,1,1,0
8777,1,6,0
8778,3,5,1
8779,1,3,3
8780,3,2,0
8781,2,4,0
8782,2,5,2
8783,2,2,1
8784,2,4,3
8785,3,7,0
8786,5,5,2
8787,0,4,2
8788,2,2,3
8789,1,10,0
8790,0,1,0
8791,3,5,0
8792,1,4,0
8793,4,6,1
8794,0,4,0
8795,2,4,2
8796,2,5,1
8797,1,6,0
8798,3,7,0
8799,1,7,2
8800,1,6,0
8801,1,5,0
8802,5,2,0
8803,3,2,1
8804,1,0,0
8805,3,9,0
8806,0,3,1
8807,3,6,2
8808,2,1,1
8809,1,3,0
8810,1,4,1
8811,4,3,0
8812,2,4,1
8813,2,2,1
8814,3,3,1
8815,1,2,0
8816,3,0,0
8817,2,7,0
8818,1,3,1
8819,3,7,2
8820,5,3,0
8821,6,2,0
8822,1,5,0
8823,2,4,0
8824,4,8,1
8825,1,6,0
8826,2,6,1
8827,2,8,0
8828,1,3,2
8829,0,1,0
8830,0,5,0
8831,4,2,1
8832,2,6,1
8833,0,6,0
8834,1,7,0
8835,2,5,1
8836,0,6,0
8837,0,8,0
8838,1,4,0
8839,1,4,0
8840,3,8,0
8841,3,6,0
8842,1,5,1
8843,3,4,0
8844,4,3,0
8845,0,3,1
8846,0,4,0
8847,1,8,2
8848,1,0,2
8849,2,4,0
8850,1,3,0
8851,2,1,0
8852,1,4,0
8853,1,9,2
8854,0,2,3
8855,0,7,2
8856,2,6,1
8857,2,4,0
8858,3,3,2
8859,2,5,1
8860,1,6,1
8861,2,2,1
8862,6,2,0
8863,3,6,3
8864,0,5,2
8865,3,1,0
8866,1,3,0
8867,0,3,1
8868,0,5,2
8869,0,4,0
8870,2,2,2
8871,1,4,1
8872,2,4,2
8873,0,6,1
8874,1,4,0
8875,0,3,2
8876,1,2,1
8877,0,3,1
8878,1,3,0
8879,1,6,0
8880,1,5,3
8881,0,7,0
8882,2,3,0
8883,3,3,1
8884,5,4,2
8885,2,6,1
8886,1,7,0
8887,1,4,2
8888,2,6,1
8889,1,1,2
8890,1,5,1
8891,1,8,3
8892,5,7,1
8893,2,3,0
8894,3,1,1
8895,3,3,0
8896,3,3,1
8897,1,11,0
8898,3,3,1
8899,3,5,0
8900,3,8,2
8901,0,4,1
8902,3,3,0
8903,2,2,0
8904,2,3,2
8905,2,3,1
8906,1,2,0
8907,2,4,0
8908,3,4,2
8909,1,1,2
8910,2,4,2
8911,0,1,1
8912,3,9,0
8913,3,3,0
8914,0,1,0
8915,1,4,0
8916,3,6,0
8917,0,6,0
8918,2,6,1
8919,1,6,0
8920,1,5,0
8921,2,5,2
8922,3,6,0
8923,1,5,1
8924,0,5,1
8925,2,5,4
8926,0,4,1
8927,1,4,0
8928,3,5,3
8929,2,8,3
8930,3,4,0
8931,2,4,0
8932,0,2,0
8933,3,4,2
8934,2,3,1
8935,3,3,1
8936,1,2,2
8937,1,5,1
8938,2,4,2
8939,2,0,1
8940,3,3,3
8941,2,7,1
8942,1,7,2
8943,3,5,1
8944,2,3,1
8945,1,5,4
8946,2,1,0
8947,0,3,1
8948,3,4,1
8949,3,4,1
8950,1,6,1
8951,2,3,0
8952,0,3,0
8953,2,4,1
8954,3,4,0
8955,0,7,1
8956,2,5,0
8957,3,6,1
8958,3,5,0
8959,0,7,0
8960,1,3,4
8961,1,3,0
8962,0,6,0
8963,1,9,1
8964,1,5,1
8965,1,5,1
8966,2,5,1
8967,3,4,0
8968,0,1,0
8969,1,4,1
8970,0,4,1
8971,1,3,0
8972,2,9,0
8973,0,3,3
8974,0,6,0
8975,1,2,0
8976,3,5,1
8977,0,7,1
8978,4,3,2
8979,3,5,2
8980,2,9,0
8981,2,4,1
8982,1,4,3
8983,3,7,0
8984,0,4,0
8985,5,9,3
8986,1,3,1
8987,1,6,1
8988,0,5,1
8989,0,1,0
8990,3,4,2
8991,2,2,0
8992,0,2,0
8993,0,6,1
8994,1,9,0
8995,1,5,1
8996,2,2,1
8997,2,3,2
8998,2,3,2
8999,2,3,1
9000,1,5,1
9001,1,5,2
9002,1,9,4
9003,1,3,0
9004,2,2,1
9005,2,4,3
9006,4,6,0
9007,1,1,2
9008,2,2,0
9009,1,5,1
9010,2,4,0
9011,1,3,0
9012,2,11,1
9013,1,5,0
9014,0,2,1
9015,4,4,6
9016,1,3,1
9017,0,7,1
9018,2,3,2
9019,2,2,0
9020,0,4,0
9021,1,4,2
9022,1,2,1
9023,0,4,0
9024,2,7,1
9025,3,3,1
9026,0,3,0
9027,0,2,0
9028,2,4,2
9029,0,3,1
9030,0,5,1
9031,1,3,1
9032,1,8,1
9033,1,9,2
9034,1,3,0
9035,0,6,1
9036,3,0,2
9037,1,4,0
9038,2,6,0
9039,1,7,1
9040,0,6,0
9041,1,5,1
9042,1,4,0
9043,2,6,0
9044,0,7,1
9045,2,7,0
9046,2,4,1
9047,0,2,3
9048,0,4,1
9049,2,5,3
9050,1,3,2
9051,0,4,1
9052,2,3,0
9053,7,2,1
9054,2,3,0
9055,3,5,1
9056,3,5,1
9057,1,4,1
9058,3,4,0
9059,1,6,0
9060,2,3,1
9061,1,3,2
9062,3,4,2
9063,3,7,3
9064,0,7,0
9065,1,1,0
9066,1,6,0
9067,1,5,0
9068,1,3,2
9069,4,2,1
9070,1,2,2
9071,2,7,1
9072,1,0,0
9073,3,7,1
9074,1,3,1
9075,1,6,2
9076,0,2,1
9077,1,4,0
9078,2,5,1
9079,0,3,1
9080,2,5,0
9081,1,1,0
9082,0,7,2
9083,1,5,1
9084,4,5,2
9085,1,9,1
9086,2,1,2
9087,0,7,1
9088,1,3,0
9089,0,8,2
9090,2,1,0
9091,2,6,0
9092,2,2,0
9093,3,8,1
9094,2,6,1
9095,2,4,0
9096,1,5,1
9097,5,8,2
9098,0,2,2
9099,1,0,2
9100,4,4,2
9101,6,6,1
9102,2,7,0
9103,3,7,1
9104,1,4,1
9105,3,7,1
9106,4,6,1
9107,4,2,1
9108,1,4,1
9109,1,6,1
9110,0,8,0
9111,1,2,0
9112,0,4,1
9113,4,2,0
9114,2,3,1
9115,1,4,0
9116,2,6,1
9117,3,2,0
9118,2,3,0
9119,0,4,0
9120,0,9,1
9121,1,4,1
9122,0,9,0
9123,2,1,1
9124,1,5,0
9125,2,4,0
9126,1,6,0
9127,1,1,0
9128,2,7,1
9129,0,3,1
9130,0,8,4
9131,1,3,2
9132,3,2,2
9133,3,3,2
9134,0,5,2
9135,1,2,2
9136,1,3,1
9137,0,5,1
9138,1,7,1
9139,2,1,1
9140,4,9,0
9141,0,9,1
9142,1,3,2
9143,1,4,3
9144,1,4,2
9145,0,3,0
9146,2,6,0
9147,0,5,0
9148,1,4,1
9149,2,2,2
9150,2,1,0
9151,0,5,0
9152,1,5,1
9153,0,4,1
9154,1,4,2
9155,3,1,0
9156,0,2,0
9157,1,5,1
9158,0,6,0
9159,0,2,0
9160,1,3,2
9161,2,5,0
9162,3,4,0
9163,0,4,1
9164,3,7,0
9165,3,6,0
9166,0,5,0
9167,1,5,2
9168,2,4,1
9169,3,5,1
9170,0,6,0
9171,4,5,0
9172,4,3,3
9173,0,7,0
9174,2,5,0
9175,2,1,1
9176,2,5,1
9177,0,4,0
9178,4,8,2
9179,1,3,2
9180,2,6,0
9181,1,4,1
9182,1,3,1
9183,1,5,0
9184,2,10,1
9185,0,3,0
9186,1,6,0
9187,1,5,1
9188,1,6,1
9189,1,3,2
9190,1,3,1
9191,0,3,0
9192,1,3,0
9193,6,4,2
9194,0,5,0
9195,1,4,0
9196,2,7,1
9197,4,3,3
9198,1,2,0
9199,0,5,1
9200,1,2,1
9201,2,5,1
9202,2,4,1
9203,1,5,0
9204,1,4,1
9205,7,9,0
9206,0,4,1
9207,1,8,3
9208,1,5,2
9209,1,4,2
9210,2,3,1
9211,2,3,0
9212,1,3,2
9213,3,6,1
9214,2,4,1
9215,1,3,1
9216,2,4,0
9217,1,3,1
9218,1,4,1
9219,1,4,0
9220,1,2,0
9221,2,3,0
9222,1,6,1
9223,0,2,0
9224,2,3,1
9225,2,6,2
9226,0,2,2
9227,2,5,0
9228,2,3,0
9229,3,1,1
9230,2,4,0
9231,2,1,1
9232,0,5,0
9233,0,7,2
9234,1,4,0
9235,0,3,0
9236,3,4,0
9237,0,7,0
9238,0,1,0
9239,1,5,1
9240,0,5,0
9241,0,5,0
9242,1,4,1
9243,1,10,1
9244,2,4,1
9245,4,3,0
9246,0,6,1
9247,3,6,2
9248,2,2,1
9249,1,2,1
9250,1,10,0
9251,1,7,1
9252,4,4,1
9253,0,3,2
9254,5,2,0
9255,2,5,2
9256,0,2,1
9257,3,4,2
9258,0,1,0
9259,2,4,1
9260,0,7,0
9261,1,3,0
9262,3,6,0
9263,1,8,1
9264,3,6,2
9265,1,0,1
9266,0,7,2
9267,0,5,2
9268,1,4,2
9269,2,11,3
9270,1,3,1
9271,3,3,2
9272,4,4,0
9273,0,4,0
9274,0,9,2
9275,2,4,2
9276,2,1,0
9277,2,6,0
9278,1,3,1
9279,4,3,0
9280,1,4,0
9281,2,10,0
9282,2,6,0
9283,1,4,1
9284,1,4,1
9285,1,4,2
9286,0,5,0
9287,0,5,1
9288,1,8,3
9289,2,3,0
9290,1,5,0
9291,3,4,0
9292,0,4,1
9293,1,6,0
9294,3,3,2
9295,2,5,1
9296,2,3,2
9297,2,4,0
9298,2,5,0
9299,1,5,1
9300,2,5,1
9301,2,9,1
9302,0,7,0
9303,2,4,1
9304,2,4,1
9305,1,5,1
9306,2,4,0
9307,2,5,0
9308,3,3,0
9309,3,7,1
9310,2,6,0
9311,2,2,2
9312,2,6,1
9313,1,6,0
9314,1,5,2
9315,0,2,2
9316,1,7,1
9317,1,4,2
9318,1,8,0
9319,2,5,0
9320,4,3,1
9321,2,9,4
9322,0,4,1
9323,3,5,1
9324,1,1,2
9325,1,6,1
9326,1,4,1
9327,0,4,2
9328,2,2,1
9329,2,2,1
9330,2,2,3
9331,5,3,0
9332,3,3,3
9333,3,3,2
9334,3,4,0
9335,1,6,0
9336,1,3,1
9337,0,4,0
9338,1,5,2
9339,3,5,2
9340,0,6,1
9341,1,2,1
9342,3,7,1
9343,2,6,0
9344,2,4,0
9345,2,1,1
9346,1,4,3
9347,0,2,1
9348,3,3,3
9349,3,5,0
9350,1,6,1
9351,1,4,1
9352,2,5,0
9353,5,4,0
9354,2,6,0
9355,0,5,0
9356,0,5,0
9357,1,5,2
9358,2,5,3
9359,2,3,1
9360,2,9,0
9361,3,5,1
9362,1,2,1
9363,1,4,1
9364,2,4,1
9365,3,3,0
9366,3,6,0
9367,1,0,3
9368,1,10,0
9369,3,4,0
9370,1,1,1
9371,1,4,0
9372,1,5,0
9373,0,6,2
9374,1,4,0
9375,4,2,1
9376,1,7,1
9377,1,4,0
9378,0,5,0
9379,3,3,2
9380,2,4,1
9381,0,5,0
9382,2,7,0
9383,3,4,1
9384,0,5,1
9385,4,4,2
9386,0,10,0
9387,2,1,0
9388,0,5,0
9389,6,5,2
9390,2,2,0
9391,3,3,1
9392,1,2,0
9393,3,8,0
9394,2,3,1
9395,1,8,1
9396,2,9,1
9397,2,7,2
9398,1,1,0
9399,2,2,2
9400,3,4,2
9401,0,1,0
9402,0,3,0
9403,0,2,1
9404,1,1,1
9405,4,4,1
9406,1,6,0
9407,2,6,0
9408,1,2,1
9409,0,0,2
9410,1,7,2
9411,0,3,0
9412,3,4,1
9413,1,2,0
9414,2,3,2
9415,0,8,1
9416,1,6,0
9417,4,3,2
9418,1,3,0
9419,1,2,2
9420,7,6,1
9421,0,2,2
9422,0,4,0
9423,1,5,1
9424,1,6,0
9425,2,2,2
9426,0,3,3
9427,1,4,0
9428,3,3,1
9429,2,4,1
9430,1,4,0
9431,1,7,1
9432,5,9,1
9433,1,3,0
9434,3,7,0
